COUNTY NAME (SHORT),COUNTY NAME (FULL),WOODARD NATION NAME,STATE NAME
Fentress,Fentress County,GREATER APPALACHIA,Tennessee
Coffey,Coffey County,GREATER APPALACHIA,Kansas
Branch,Branch County,YANKEEDOM,Michigan
Campbell,Campbell County,GREATER APPALACHIA,Virginia
Meigs,Meigs County,GREATER APPALACHIA,Ohio
Nicholas,Nicholas County,GREATER APPALACHIA,West Virginia
Grant,Grant County,THE MIDLANDS,Oklahoma
Spink,Spink County,THE MIDLANDS,South Dakota
Windsor,Windsor County,YANKEEDOM,Vermont
Trinity,Trinity County,DEEP SOUTH,Texas
Bernalillo,Bernalillo County,THE FAR WEST,New Mexico
Mitchell,Mitchell County,DEEP SOUTH,Georgia
McCreary,McCreary County,GREATER APPALACHIA,Kentucky
Pendleton,Pendleton County,GREATER APPALACHIA,Kentucky
Spencer,Spencer County,GREATER APPALACHIA,Kentucky
Hill,Hill County,THE FAR WEST,Montana
Valley,Valley County,THE MIDLANDS,Nebraska
Castro,Castro County,GREATER APPALACHIA,Texas
Washington,Washington County,THE MIDLANDS,Maryland
Letcher,Letcher County,GREATER APPALACHIA,Kentucky
Salem,Salem County,THE MIDLANDS,New Jersey
Lynchburg,Lynchburg city,GREATER APPALACHIA,Virginia
Saline,Saline County,DEEP SOUTH,Arkansas
Mason,Mason County,GREATER APPALACHIA,West Virginia
Gilmer,Gilmer County,GREATER APPALACHIA,West Virginia
Jefferson,Jefferson County,DEEP SOUTH,Mississippi
Rolette,Rolette County,THE MIDLANDS,North Dakota
Treasure,Treasure County,THE FAR WEST,Montana
Clark,Clark County,GREATER APPALACHIA,Kentucky
Allegan,Allegan County,YANKEEDOM,Michigan
Benton,Benton County,GREATER APPALACHIA,Tennessee
Brown,Brown County,YANKEEDOM,Minnesota
Pickett,Pickett County,GREATER APPALACHIA,Tennessee
Louisa,Louisa County,TIDEWATER,Virginia
Shelby,Shelby County,GREATER APPALACHIA,Indiana
Franklin,Franklin County,GREATER APPALACHIA,Ohio
Iron,Iron County,THE FAR WEST,Utah
Esmeralda,Esmeralda County,THE FAR WEST,Nevada
Keweenaw,Keweenaw County,YANKEEDOM,Michigan
Sanpete,Sanpete County,THE FAR WEST,Utah
Kearny,Kearny County,THE FAR WEST,Kansas
Brevard,Brevard County,DEEP SOUTH,Florida
Monroe,Monroe County,GREATER APPALACHIA,Indiana
Lucas,Lucas County,THE MIDLANDS,Iowa
Woodford,Woodford County,GREATER APPALACHIA,Kentucky
Jasper,Jasper County,DEEP SOUTH,South Carolina
Brewster,Brewster County,EL NORTE,Texas
McCormick,McCormick County,DEEP SOUTH,South Carolina
Union,Union County,DEEP SOUTH,South Carolina
Nicollet,Nicollet County,YANKEEDOM,Minnesota
Marinette,Marinette County,YANKEEDOM,Wisconsin
Clark,Clark County,THE LEFT COAST,Washington
Price,Price County,YANKEEDOM,Wisconsin
Miami,Miami County,THE MIDLANDS,Indiana
Ellsworth,Ellsworth County,THE MIDLANDS,Kansas
West Carroll,West Carroll Parish,DEEP SOUTH,Louisiana
Liberty,Liberty County,DEEP SOUTH,Florida
Hodgeman,Hodgeman County,THE MIDLANDS,Kansas
Meade,Meade County,THE MIDLANDS,Kansas
McLean,McLean County,GREATER APPALACHIA,Kentucky
Adams,Adams County,DEEP SOUTH,Mississippi
Itawamba,Itawamba County,GREATER APPALACHIA,Mississippi
Franklin,Franklin County,GREATER APPALACHIA,Kentucky
Hancock,Hancock County,YANKEEDOM,Maine
Knox,Knox County,YANKEEDOM,Maine
Newton,Newton County,DEEP SOUTH,Georgia
Faulk,Faulk County,THE MIDLANDS,South Dakota
Houghton,Houghton County,YANKEEDOM,Michigan
Mineral,Mineral County,THE FAR WEST,Montana
Franklin,Franklin County,GREATER APPALACHIA,Tennessee
Concordia,Concordia Parish,DEEP SOUTH,Louisiana
Livingston,Livingston Parish,NEW FRANCE,Louisiana
Essex,Essex County,YANKEEDOM,Massachusetts
Butte,Butte County,THE FAR WEST,South Dakota
Douglas,Douglas County,THE FAR WEST,Colorado
Richland,Richland County,DEEP SOUTH,South Carolina
Madison,Madison County,GREATER APPALACHIA,Indiana
Murray,Murray County,GREATER APPALACHIA,Oklahoma
Brooke,Brooke County,THE MIDLANDS,West Virginia
Calhoun,Calhoun County,GREATER APPALACHIA,West Virginia
Bland,Bland County,GREATER APPALACHIA,Virginia
Yellowstone,Yellowstone County,THE FAR WEST,Montana
Lincoln,Lincoln County,GREATER APPALACHIA,West Virginia
Lake,Lake County,THE FAR WEST,California
Grady,Grady County,DEEP SOUTH,Georgia
Conejos,Conejos County,EL NORTE,Colorado
San Juan,San Juan County,THE FAR WEST,Utah
Putnam,Putnam County,GREATER APPALACHIA,Indiana
Gooding,Gooding County,THE FAR WEST,Idaho
Tipton,Tipton County,DEEP SOUTH,Tennessee
West Baton Rouge,West Baton Rouge Parish,DEEP SOUTH,Louisiana
Putnam,Putnam County,THE MIDLANDS,Missouri
Teton,Teton County,THE FAR WEST,Wyoming
Grant,Grant County,YANKEEDOM,Wisconsin
Morton,Morton County,THE FAR WEST,North Dakota
Chowan,Chowan County,TIDEWATER,North Carolina
Buncombe,Buncombe County,GREATER APPALACHIA,North Carolina
Plumas,Plumas County,THE FAR WEST,California
Petersburg,Petersburg city,TIDEWATER,Virginia
Washington,Washington County,YANKEEDOM,Vermont
Meade,Meade County,THE FAR WEST,South Dakota
Marion,Marion County,GREATER APPALACHIA,Indiana
Chicot,Chicot County,DEEP SOUTH,Arkansas
Bibb,Bibb County,DEEP SOUTH,Georgia
Pope,Pope County,GREATER APPALACHIA,Arkansas
Southampton,Southampton County,TIDEWATER,Virginia
Gregg,Gregg County,DEEP SOUTH,Texas
Rockland,Rockland County,YANKEEDOM,New York
Marion,Marion County,GREATER APPALACHIA,Arkansas
Suffolk,Suffolk city,TIDEWATER,Virginia
El Paso,El Paso County,THE FAR WEST,Colorado
St. Francois,St. Francois County,GREATER APPALACHIA,Missouri
Ward,Ward County,GREATER APPALACHIA,Texas
Kiowa,Kiowa County,THE FAR WEST,Colorado
Wilbarger,Wilbarger County,GREATER APPALACHIA,Texas
Curry,Curry County,THE LEFT COAST,Oregon
Teller,Teller County,THE FAR WEST,Colorado
Clinton,Clinton County,THE MIDLANDS,Missouri
Wasatch,Wasatch County,THE FAR WEST,Utah
Caribou,Caribou County,THE FAR WEST,Idaho
Rockingham,Rockingham County,GREATER APPALACHIA,North Carolina
Prairie,Prairie County,GREATER APPALACHIA,Arkansas
Bradley,Bradley County,DEEP SOUTH,Arkansas
Hamilton,Hamilton County,GREATER APPALACHIA,Texas
Caroline,Caroline County,TIDEWATER,Maryland
Douglas,Douglas County,YANKEEDOM,Minnesota
Jefferson,Jefferson County,THE FAR WEST,Montana
Fairfax,Fairfax County,TIDEWATER,Virginia
Deer Lodge,Deer Lodge County,THE FAR WEST,Montana
Anderson,Anderson County,GREATER APPALACHIA,Tennessee
Huron,Huron County,YANKEEDOM,Ohio
Bacon,Bacon County,DEEP SOUTH,Georgia
Kent,Kent County,TIDEWATER,Delaware
Wood,Wood County,THE MIDLANDS,Ohio
Jackson,Jackson County,GREATER APPALACHIA,Georgia
Anderson,Anderson County,GREATER APPALACHIA,Kansas
Knox,Knox County,THE MIDLANDS,Illinois
Wheatland,Wheatland County,THE FAR WEST,Montana
Cannon,Cannon County,GREATER APPALACHIA,Tennessee
Franklin,Franklin County,YANKEEDOM,Maine
Menifee,Menifee County,GREATER APPALACHIA,Kentucky
McPherson,McPherson County,THE MIDLANDS,South Dakota
Gunnison,Gunnison County,THE FAR WEST,Colorado
Charlevoix,Charlevoix County,YANKEEDOM,Michigan
Swift,Swift County,YANKEEDOM,Minnesota
Seneca,Seneca County,THE MIDLANDS,Ohio
Tattnall,Tattnall County,DEEP SOUTH,Georgia
Stephens,Stephens County,GREATER APPALACHIA,Texas
Martin,Martin County,TIDEWATER,North Carolina
Ravalli,Ravalli County,THE FAR WEST,Montana
Wilkes,Wilkes County,DEEP SOUTH,Georgia
Lincoln,Lincoln County,THE FAR WEST,Washington
San Mateo,San Mateo County,THE LEFT COAST,California
Williams,Williams County,THE MIDLANDS,Ohio
Baca,Baca County,THE MIDLANDS,Colorado
Boundary,Boundary County,THE FAR WEST,Idaho
Bear Lake,Bear Lake County,THE FAR WEST,Idaho
Union,Union County,GREATER APPALACHIA,Ohio
Cuyahoga,Cuyahoga County,YANKEEDOM,Ohio
Lavaca,Lavaca County,DEEP SOUTH,Texas
Nowata,Nowata County,GREATER APPALACHIA,Oklahoma
Glascock,Glascock County,DEEP SOUTH,Georgia
Umatilla,Umatilla County,THE FAR WEST,Oregon
Oglala Lakota,Oglala Lakota County,THE FAR WEST,South Dakota
Marshall,Marshall County,THE MIDLANDS,Kansas
Madison,Madison Parish,DEEP SOUTH,Louisiana
Valley,Valley County,THE FAR WEST,Montana
Whitfield,Whitfield County,GREATER APPALACHIA,Georgia
Wichita,Wichita County,THE FAR WEST,Kansas
Charles Mix,Charles Mix County,THE MIDLANDS,South Dakota
Cedar,Cedar County,THE MIDLANDS,Nebraska
Kitsap,Kitsap County,THE LEFT COAST,Washington
McHenry,McHenry County,YANKEEDOM,Illinois
Petroleum,Petroleum County,THE FAR WEST,Montana
Carroll,Carroll County,THE MIDLANDS,Missouri
Whitman,Whitman County,THE FAR WEST,Washington
Steele,Steele County,YANKEEDOM,Minnesota
Thayer,Thayer County,THE MIDLANDS,Nebraska
Crockett,Crockett County,DEEP SOUTH,Tennessee
Hamilton,Hamilton County,THE MIDLANDS,Iowa
Warren,Warren County,GREATER APPALACHIA,Ohio
Spalding,Spalding County,DEEP SOUTH,Georgia
Hunterdon,Hunterdon County,YANKEEDOM,New Jersey
Vernon,Vernon County,GREATER APPALACHIA,Missouri
Parke,Parke County,GREATER APPALACHIA,Indiana
Franklin,Franklin County,THE MIDLANDS,Iowa
Butts,Butts County,DEEP SOUTH,Georgia
Elbert,Elbert County,THE FAR WEST,Colorado
Bristol,Bristol County,YANKEEDOM,Rhode Island
Bosque,Bosque County,GREATER APPALACHIA,Texas
Newport,Newport County,YANKEEDOM,Rhode Island
Fairfield,Fairfield County,GREATER APPALACHIA,Ohio
Pierce,Pierce County,THE MIDLANDS,North Dakota
Carroll,Carroll County,YANKEEDOM,Illinois
Red Lake,Red Lake County,YANKEEDOM,Minnesota
Jefferson,Jefferson County,THE FAR WEST,Oregon
Cheatham,Cheatham County,GREATER APPALACHIA,Tennessee
Union,Union County,THE MIDLANDS,South Dakota
Elmore,Elmore County,DEEP SOUTH,Alabama
Lumpkin,Lumpkin County,GREATER APPALACHIA,Georgia
Knox,Knox County,THE MIDLANDS,Ohio
Bremer,Bremer County,THE MIDLANDS,Iowa
Goliad,Goliad County,EL NORTE,Texas
Henderson,Henderson County,GREATER APPALACHIA,North Carolina
Indian River,Indian River County,DEEP SOUTH,Florida
Roberts,Roberts County,THE MIDLANDS,Texas
Deuel,Deuel County,THE FAR WEST,Nebraska
Livingston,Livingston County,YANKEEDOM,New York
O'Brien,O'Brien County,THE MIDLANDS,Iowa
Callahan,Callahan County,GREATER APPALACHIA,Texas
Rains,Rains County,DEEP SOUTH,Texas
Grant,Grant County,THE FAR WEST,Kansas
Lee,Lee County,GREATER APPALACHIA,Virginia
Sierra,Sierra County,THE FAR WEST,New Mexico
Drew,Drew County,DEEP SOUTH,Arkansas
Morrill,Morrill County,THE FAR WEST,Nebraska
Benton,Benton County,GREATER APPALACHIA,Missouri
Pike,Pike County,GREATER APPALACHIA,Arkansas
Mesa,Mesa County,THE FAR WEST,Colorado
Dent,Dent County,GREATER APPALACHIA,Missouri
Tazewell,Tazewell County,GREATER APPALACHIA,Virginia
Pike,Pike County,THE MIDLANDS,Pennsylvania
Susquehanna,Susquehanna County,YANKEEDOM,Pennsylvania
Morris,Morris County,DEEP SOUTH,Texas
Washington,Washington County,GREATER APPALACHIA,Pennsylvania
Addison,Addison County,YANKEEDOM,Vermont
Leavenworth,Leavenworth County,THE MIDLANDS,Kansas
Muskegon,Muskegon County,YANKEEDOM,Michigan
Hinds,Hinds County,DEEP SOUTH,Mississippi
Lampasas,Lampasas County,GREATER APPALACHIA,Texas
Loudoun,Loudoun County,GREATER APPALACHIA,Virginia
St. Clair,St. Clair County,GREATER APPALACHIA,Missouri
Delaware,Delaware County,YANKEEDOM,New York
Phillips,Phillips County,THE FAR WEST,Montana
Mercer,Mercer County,THE MIDLANDS,Missouri
Mason,Mason County,THE LEFT COAST,Washington
Nash,Nash County,TIDEWATER,North Carolina
York,York County,TIDEWATER,Virginia
Pettis,Pettis County,THE MIDLANDS,Missouri
Missoula,Missoula County,THE FAR WEST,Montana
Chautauqua,Chautauqua County,GREATER APPALACHIA,Kansas
Upshur,Upshur County,DEEP SOUTH,Texas
Culpeper,Culpeper County,TIDEWATER,Virginia
Haskell,Haskell County,GREATER APPALACHIA,Oklahoma
Ohio,Ohio County,GREATER APPALACHIA,West Virginia
Morgan,Morgan County,GREATER APPALACHIA,West Virginia
Rockingham,Rockingham County,GREATER APPALACHIA,Virginia
Whitley,Whitley County,THE MIDLANDS,Indiana
Siskiyou,Siskiyou County,THE FAR WEST,California
Day,Day County,YANKEEDOM,South Dakota
Orleans,Orleans Parish,NEW FRANCE,Louisiana
Jefferson,Jefferson County,DEEP SOUTH,Alabama
Walker,Walker County,GREATER APPALACHIA,Alabama
DeKalb,DeKalb County,THE MIDLANDS,Missouri
Gadsden,Gadsden County,DEEP SOUTH,Florida
Dade,Dade County,GREATER APPALACHIA,Georgia
DeSoto,DeSoto County,DEEP SOUTH,Mississippi
Warren,Warren County,GREATER APPALACHIA,Virginia
Edwards,Edwards County,GREATER APPALACHIA,Illinois
Madison,Madison County,DEEP SOUTH,Tennessee
Randolph,Randolph County,DEEP SOUTH,Alabama
Ashe,Ashe County,GREATER APPALACHIA,North Carolina
Dolores,Dolores County,THE FAR WEST,Colorado
Licking,Licking County,THE MIDLANDS,Ohio
Manassas,Manassas city,TIDEWATER,Virginia
Union,Union County,DEEP SOUTH,Arkansas
Henderson,Henderson County,THE MIDLANDS,Illinois
Montgomery,Montgomery County,DEEP SOUTH,Alabama
Arapahoe,Arapahoe County,THE FAR WEST,Colorado
Marion,Marion County,GREATER APPALACHIA,Kentucky
Skagit,Skagit County,THE LEFT COAST,Washington
Jones,Jones County,DEEP SOUTH,Mississippi
Columbia,Columbia County,YANKEEDOM,Wisconsin
Brunswick,Brunswick County,DEEP SOUTH,North Carolina
Clearwater,Clearwater County,YANKEEDOM,Minnesota
Northampton,Northampton County,TIDEWATER,Virginia
Rooks,Rooks County,THE FAR WEST,Kansas
Fayette,Fayette County,GREATER APPALACHIA,Indiana
Hall,Hall County,THE MIDLANDS,Nebraska
Hamilton,Hamilton County,THE MIDLANDS,Nebraska
Loup,Loup County,THE FAR WEST,Nebraska
Sheridan,Sheridan County,THE FAR WEST,Montana
Frontier,Frontier County,THE FAR WEST,Nebraska
Bibb,Bibb County,DEEP SOUTH,Alabama
Lauderdale,Lauderdale County,DEEP SOUTH,Mississippi
Big Stone,Big Stone County,YANKEEDOM,Minnesota
Blue Earth,Blue Earth County,YANKEEDOM,Minnesota
Highland,Highland County,GREATER APPALACHIA,Virginia
Spotsylvania,Spotsylvania County,TIDEWATER,Virginia
Strafford,Strafford County,YANKEEDOM,New Hampshire
Houston,Houston County,DEEP SOUTH,Georgia
Delta,Delta County,YANKEEDOM,Michigan
Sebastian,Sebastian County,GREATER APPALACHIA,Arkansas
Santa Cruz,Santa Cruz County,THE LEFT COAST,California
McIntosh,McIntosh County,DEEP SOUTH,Georgia
Monroe,Monroe County,DEEP SOUTH,Georgia
Dunklin,Dunklin County,GREATER APPALACHIA,Missouri
Wheeler,Wheeler County,GREATER APPALACHIA,Texas
Forsyth,Forsyth County,GREATER APPALACHIA,Georgia
San Patricio,San Patricio County,EL NORTE,Texas
Walthall,Walthall County,DEEP SOUTH,Mississippi
Monroe,Monroe County,GREATER APPALACHIA,Missouri
Isabella,Isabella County,YANKEEDOM,Michigan
Moore,Moore County,THE MIDLANDS,Texas
Calhoun,Calhoun County,DEEP SOUTH,South Carolina
Sublette,Sublette County,THE FAR WEST,Wyoming
Fleming,Fleming County,GREATER APPALACHIA,Kentucky
Clark,Clark County,YANKEEDOM,Wisconsin
York,York County,DEEP SOUTH,South Carolina
Adams,Adams County,THE MIDLANDS,Indiana
Ascension,Ascension Parish,DEEP SOUTH,Louisiana
Union,Union County,THE MIDLANDS,Pennsylvania
Chesterfield,Chesterfield County,TIDEWATER,Virginia
Acadia,Acadia Parish,NEW FRANCE,Louisiana
Crawford,Crawford County,YANKEEDOM,Pennsylvania
Tripp,Tripp County,THE FAR WEST,South Dakota
Guthrie,Guthrie County,THE MIDLANDS,Iowa
Washington,Washington County,THE MIDLANDS,Iowa
Sanborn,Sanborn County,THE MIDLANDS,South Dakota
Grady,Grady County,GREATER APPALACHIA,Oklahoma
Kanawha,Kanawha County,GREATER APPALACHIA,West Virginia
St. Croix,St. Croix County,YANKEEDOM,Wisconsin
Venango,Venango County,THE MIDLANDS,Pennsylvania
Summit,Summit County,YANKEEDOM,Ohio
Glynn,Glynn County,DEEP SOUTH,Georgia
Webb,Webb County,EL NORTE,Texas
Montgomery,Montgomery County,GREATER APPALACHIA,North Carolina
Aroostook,Aroostook County,YANKEEDOM,Maine
Jefferson Davis,Jefferson Davis County,DEEP SOUTH,Mississippi
Washington,Washington County,GREATER APPALACHIA,Indiana
Blanco,Blanco County,GREATER APPALACHIA,Texas
Brunswick,Brunswick County,TIDEWATER,Virginia
Dyer,Dyer County,DEEP SOUTH,Tennessee
Gibson,Gibson County,DEEP SOUTH,Tennessee
Prince George,Prince George County,TIDEWATER,Virginia
Lawrence,Lawrence County,GREATER APPALACHIA,Arkansas
Eddy,Eddy County,THE MIDLANDS,North Dakota
Pierce,Pierce County,THE LEFT COAST,Washington
Lincoln,Lincoln County,THE FAR WEST,Idaho
Lancaster,Lancaster County,THE MIDLANDS,Pennsylvania
Juneau,Juneau County,YANKEEDOM,Wisconsin
Scott,Scott County,GREATER APPALACHIA,Tennessee
Corson,Corson County,THE FAR WEST,South Dakota
Gregory,Gregory County,THE FAR WEST,South Dakota
Vance,Vance County,TIDEWATER,North Carolina
Caldwell,Caldwell County,GREATER APPALACHIA,Kentucky
Barnwell,Barnwell County,DEEP SOUTH,South Carolina
Decatur,Decatur County,GREATER APPALACHIA,Tennessee
Blackford,Blackford County,GREATER APPALACHIA,Indiana
Etowah,Etowah County,GREATER APPALACHIA,Alabama
Camas,Camas County,THE FAR WEST,Idaho
Reno,Reno County,THE MIDLANDS,Kansas
Maury,Maury County,GREATER APPALACHIA,Tennessee
Goshen,Goshen County,THE FAR WEST,Wyoming
Rusk,Rusk County,YANKEEDOM,Wisconsin
Waukesha,Waukesha County,YANKEEDOM,Wisconsin
Garrard,Garrard County,GREATER APPALACHIA,Kentucky
Norfolk,Norfolk County,YANKEEDOM,Massachusetts
Hendricks,Hendricks County,GREATER APPALACHIA,Indiana
Jackson,Jackson County,GREATER APPALACHIA,Illinois
Georgetown,Georgetown County,DEEP SOUTH,South Carolina
Hettinger,Hettinger County,THE FAR WEST,North Dakota
Grand,Grand County,THE FAR WEST,Utah
Tooele,Tooele County,THE FAR WEST,Utah
Hampton,Hampton city,TIDEWATER,Virginia
Buffalo,Buffalo County,YANKEEDOM,Wisconsin
Frederick,Frederick County,GREATER APPALACHIA,Virginia
Lewis,Lewis County,GREATER APPALACHIA,West Virginia
Polk,Polk County,YANKEEDOM,Minnesota
Redwood,Redwood County,YANKEEDOM,Minnesota
Fayette,Fayette County,DEEP SOUTH,Tennessee
St. Charles,St. Charles Parish,NEW FRANCE,Louisiana
Poinsett,Poinsett County,DEEP SOUTH,Arkansas
Gulf,Gulf County,DEEP SOUTH,Florida
Hamblen,Hamblen County,GREATER APPALACHIA,Tennessee
Chilton,Chilton County,DEEP SOUTH,Alabama
Newton,Newton County,DEEP SOUTH,Texas
Hockley,Hockley County,GREATER APPALACHIA,Texas
Baldwin,Baldwin County,DEEP SOUTH,Georgia
Transylvania,Transylvania County,GREATER APPALACHIA,North Carolina
Surry,Surry County,GREATER APPALACHIA,North Carolina
Coffee,Coffee County,DEEP SOUTH,Alabama
Shelby,Shelby County,THE MIDLANDS,Ohio
Canyon,Canyon County,THE FAR WEST,Idaho
Daniels,Daniels County,THE FAR WEST,Montana
Leon,Leon County,DEEP SOUTH,Florida
Payne,Payne County,GREATER APPALACHIA,Oklahoma
Covington,Covington County,DEEP SOUTH,Alabama
Lawrence,Lawrence County,GREATER APPALACHIA,Indiana
Gray,Gray County,THE MIDLANDS,Kansas
Casey,Casey County,GREATER APPALACHIA,Kentucky
Metcalfe,Metcalfe County,GREATER APPALACHIA,Kentucky
Russell,Russell County,GREATER APPALACHIA,Kentucky
Beauregard,Beauregard Parish,DEEP SOUTH,Louisiana
Somerset,Somerset County,YANKEEDOM,Maine
Cimarron,Cimarron County,THE MIDLANDS,Oklahoma
Meade,Meade County,GREATER APPALACHIA,Kentucky
Nelson,Nelson County,GREATER APPALACHIA,Kentucky
Owen,Owen County,GREATER APPALACHIA,Kentucky
Pemiscot,Pemiscot County,GREATER APPALACHIA,Missouri
Nance,Nance County,THE MIDLANDS,Nebraska
Menominee,Menominee County,YANKEEDOM,Wisconsin
Panola,Panola County,DEEP SOUTH,Texas
Bath,Bath County,GREATER APPALACHIA,Kentucky
Anderson,Anderson County,DEEP SOUTH,Texas
Caroline,Caroline County,TIDEWATER,Virginia
Sioux,Sioux County,THE MIDLANDS,Iowa
Glenn,Glenn County,THE FAR WEST,California
St. Louis,St. Louis city,THE MIDLANDS,Missouri
Fannin,Fannin County,GREATER APPALACHIA,Georgia
Grant,Grant County,YANKEEDOM,South Dakota
Marshall,Marshall County,YANKEEDOM,South Dakota
Thurston,Thurston County,THE LEFT COAST,Washington
Knox,Knox County,THE MIDLANDS,Nebraska
Valencia,Valencia County,EL NORTE,New Mexico
Prairie,Prairie County,THE FAR WEST,Montana
Allamakee,Allamakee County,YANKEEDOM,Iowa
Cameron,Cameron County,EL NORTE,Texas
Montgomery,Montgomery County,DEEP SOUTH,Texas
Las Animas,Las Animas County,EL NORTE,Colorado
Llano,Llano County,GREATER APPALACHIA,Texas
Mason,Mason County,GREATER APPALACHIA,Texas
Clay,Clay County,GREATER APPALACHIA,North Carolina
Orange,Orange County,YANKEEDOM,New York
Schenectady,Schenectady County,YANKEEDOM,New York
Mingo,Mingo County,GREATER APPALACHIA,West Virginia
Wabaunsee,Wabaunsee County,THE MIDLANDS,Kansas
Houston,Houston County,YANKEEDOM,Minnesota
Nicholas,Nicholas County,GREATER APPALACHIA,Kentucky
Plymouth,Plymouth County,YANKEEDOM,Massachusetts
Bronx,Bronx County,YANKEEDOM,New York
Dare,Dare County,TIDEWATER,North Carolina
Medina,Medina County,YANKEEDOM,Ohio
Armstrong,Armstrong County,THE MIDLANDS,Pennsylvania
Atlantic,Atlantic County,THE MIDLANDS,New Jersey
Manitowoc,Manitowoc County,YANKEEDOM,Wisconsin
Door,Door County,YANKEEDOM,Wisconsin
Columbus,Columbus County,DEEP SOUTH,North Carolina
Gallia,Gallia County,GREATER APPALACHIA,Ohio
Taylor,Taylor County,GREATER APPALACHIA,Texas
Colonial Heights,Colonial Heights city,TIDEWATER,Virginia
Coshocton,Coshocton County,THE MIDLANDS,Ohio
Perkins,Perkins County,THE FAR WEST,Nebraska
Hartley,Hartley County,THE MIDLANDS,Texas
Grand,Grand County,THE FAR WEST,Colorado
Jim Wells,Jim Wells County,EL NORTE,Texas
Winnebago,Winnebago County,YANKEEDOM,Iowa
San Luis Obispo,San Luis Obispo County,EL NORTE,California
Henry,Henry County,DEEP SOUTH,Alabama
Wyandot,Wyandot County,THE MIDLANDS,Ohio
Zapata,Zapata County,EL NORTE,Texas
Lee,Lee County,DEEP SOUTH,Georgia
Boyd,Boyd County,GREATER APPALACHIA,Kentucky
Carver,Carver County,YANKEEDOM,Minnesota
Colfax,Colfax County,THE MIDLANDS,Nebraska
Chesterfield,Chesterfield County,DEEP SOUTH,South Carolina
Lewis,Lewis County,GREATER APPALACHIA,Tennessee
Washington,Washington County,THE LEFT COAST,Oregon
Virginia Beach,Virginia Beach city,TIDEWATER,Virginia
Madison,Madison County,THE FAR WEST,Montana
Lancaster,Lancaster County,TIDEWATER,Virginia
Bates,Bates County,GREATER APPALACHIA,Missouri
Belknap,Belknap County,YANKEEDOM,New Hampshire
Richmond,Richmond County,TIDEWATER,Virginia
Franklin,Franklin County,THE FAR WEST,Washington
Ida,Ida County,THE MIDLANDS,Iowa
Sedgwick,Sedgwick County,THE MIDLANDS,Kansas
Travis,Travis County,GREATER APPALACHIA,Texas
Hillsborough,Hillsborough County,DEEP SOUTH,Florida
Mercer,Mercer County,YANKEEDOM,New Jersey
Butler,Butler County,THE MIDLANDS,Nebraska
Westmoreland,Westmoreland County,GREATER APPALACHIA,Pennsylvania
Charlotte,Charlotte County,PART OF THE SPANISH CARIBBEAN,Florida
Cass,Cass County,THE MIDLANDS,Iowa
Mercer,Mercer County,THE MIDLANDS,Ohio
Johnson,Johnson County,GREATER APPALACHIA,Kentucky
Kent,Kent County,YANKEEDOM,Rhode Island
Windham,Windham County,YANKEEDOM,Vermont
Orleans,Orleans County,YANKEEDOM,Vermont
Jackson,Jackson County,THE MIDLANDS,Kansas
Franklin,Franklin Parish,DEEP SOUTH,Louisiana
Webster,Webster County,DEEP SOUTH,Mississippi
Franklin,Franklin County,YANKEEDOM,Massachusetts
Cherry,Cherry County,THE FAR WEST,Nebraska
Beaverhead,Beaverhead County,THE FAR WEST,Montana
New Madrid,New Madrid County,GREATER APPALACHIA,Missouri
Hempstead,Hempstead County,DEEP SOUTH,Arkansas
Camden,Camden County,GREATER APPALACHIA,Missouri
Mecklenburg,Mecklenburg County,TIDEWATER,Virginia
Webster,Webster County,GREATER APPALACHIA,Kentucky
Garfield,Garfield County,THE MIDLANDS,Oklahoma
Skamania,Skamania County,THE LEFT COAST,Washington
Lenawee,Lenawee County,YANKEEDOM,Michigan
Gilmer,Gilmer County,GREATER APPALACHIA,Georgia
Roseau,Roseau County,YANKEEDOM,Minnesota
Madison,Madison County,DEEP SOUTH,Mississippi
Howard,Howard County,GREATER APPALACHIA,Texas
Wayne,Wayne County,GREATER APPALACHIA,West Virginia
